downloadcount	movie
379	[美国][2017][寻梦环游记/可可夜总会(台)/玩转极乐园(港)/亡灵总动员(豆友译名)/祖宗总动员(豆友译名)/墨西哥亡灵节/可可][Coco.2017.BluRay.1080p.DTS-HDMA7.1.2Audio.x264-CHD][安东尼·冈萨雷斯 Anthony Gonzalez/盖尔·加西亚·贝纳尔 Gael García B][喜剧/家庭/奇幻/动画/音乐/冒险][Blu-Ray][1080P][自带中文字幕]
	
78	[大陆][2017][怨灵2][Haunted.Hotel.2017.720p.BluRay.x264-WiKi][恐怖/惊悚/悬疑][Blu-Ray][720P][自带中文字幕]
	
78	[英国][2017][畸形屋/怪屋][Crooked.House.2017.BluRay.720p.x264.AC3-CMCT][剧情/犯罪/悬疑][Blu-Ray][720P][自带中英字幕]
	
298	[美国][2017][24小时:末路重生/24小时生存/一日求生/只活24小时][24.Hours.to.Live.2017.720p.BluRay.x264-WiKi][动作/惊悚/犯罪/科幻][Blu-Ray][720P][附件中英字幕]
	
194	[美国][2017][奇迹男孩/奇迹][Wonder.2017.BluRay.1080p.TrueHD.7.1.x264-MTeam][剧情][Blu-Ray][1080P][暂无字幕]
	
350	[美国][2017][寻梦环游记][Coco.2017.4k.WEB-DL.2Audios.AAC.H264-OurTV][安东尼·冈萨雷斯 Anthony Gonzalez/盖尔·加西亚·贝纳尔 Gael García B][喜剧/家庭/奇幻/动画/冒险][WEB-DL][4K][附件中文字幕]
	
494	[韩国][2017][铁雨/钢铁雨][Steel.Rain.1080p.HDRip.H264.AAC-Unknown][郑雨盛/郭度沅/金甲洙][剧情/动作/战争][HDTV][1080P]
	
697	[美国][2017][奇迹男孩/奇迹][Wonder 2017 1080p WEB-DL DD5 1 H264-CMRG][剧情/家庭][WEB-DL][1080P][附件中英字幕]
	
840	[香港][2017][奇门遁甲][The Thousand Faces of Dunjia.2017.WEB-DL.720P.x264.DTS][大鹏 / 倪妮 / 李治廷 / 周冬雨 / 伍佰 ][动作/奇幻][WEB-DL][1080P][自带中文字幕]
	
729	[大陆][2017][寻梦环游记][Coco.2017.WEB-DL.1080P.H264.AAC-MTTV][安东尼·冈萨雷斯/盖尔·加西亚·贝纳尔][喜剧/动画/冒险][WEB-DL][1080P][自带中文字幕]
	
53	[美国][2013][凯文·哈特:听我解释][Kevin.Hart.Let.Me.Explain.2013.BluRay.720p.H264.Ganool][Kevin Hart][喜剧/纪录][Encode][720P][附件英文字幕]
	
398	[大陆][2017][解忧杂货店][Miracles.Of.The.Namiya.General.Store.2017.WEB-DL.4K.H264.AAC-MTTV][王俊凯 Karry Wang/迪丽热巴 Dilraba/董子健 Zijian Dong/李鸿其 Ho][剧情/奇幻][WEB-DL][4K][无需字幕]
	
360	[美国][2017][勇往直前/无路可退(台)/烈焰雄心(港)][Only.the.Brave.2017.1080p.WEB-DL.H264.AC3-EVO][乔什·布洛林/迈尔斯·特勒/杰夫·布里吉斯][剧情/传记/灾难][WEB-DL][1080P][附件英文字幕]
	
443	[美国][2017][寻梦环游记][Coco.2017.720P.X264.AAC.English.CHS][安东尼·冈萨雷斯/本杰明·布拉特/盖尔·加西亚·贝纳尔/蕾妮·维克多/爱德华·詹姆斯·奥莫斯][家庭/动画/冒险][720P][无需字幕]
	
697	[大陆][2017][解忧杂货店][Miracles.Of.The.Namiya.General.Store.2017.WEB-DL.1080p.H264.AAC-MTTV][王俊凯/迪丽热巴/董子健/成龙][剧情/奇幻][WEB-DL][1080P][自带中文字幕]
	
1312	[美国][2017][东方快车谋杀案][Murder.on.the.Orient.Express.2017.HD1080P.X264.AAC.Mandarin&English.CHS-DYGC][肯尼思·布拉纳/佩内洛普·克鲁兹/威廉·达福/朱迪·丹奇/约翰尼·德普][剧情/犯罪/悬疑][HDTV][1080P][自带中文字幕]
	
129	[美国][1962][杀死一只知更鸟/怪屋疑云/梅岗城的故事][To.Kill.a.Mockingbird.1962.BluRay.1080p.x265.10bit.2Audio.MNHD-FRDS][剧情/家庭/犯罪/悬疑][Blu-Ray][1080P][附件中英字幕]
	
111	[大陆][1997][半生缘][Eighteen.Springs.1997.CHN.BluRay.720p.x264.FLAC.2Audios-CMCT][剧情/爱情][Blu-Ray][720P][自带中文字幕]
	
373	[美国][2017][全球风暴/人造天劫(港)][Geostorm.2017.BluRay.720p.x264.AC3.2Audios-CMCT][动作/科幻/灾难][Blu-Ray][720P][自带中英字幕]
	
	
	
1365	[美国][2017][雷神3:诸神黄昏/雷神索尔3:诸神黄昏(台)/雷神奇侠3:诸神黄昏(港)/雷神3:诸神的黄昏][Thor.Ragnarok.2017.1080p.WEB-DL.X264.AC3-EVO][克里斯·海姆斯沃斯/汤姆·希德勒斯顿/凯特·布兰切特 ][动作/奇幻/冒险][WEB-DL][1080P][附件中文字幕]
	
49	[日本][2017][东京食尸鬼 真人版/東京喰種 トーキョーグール][Tokyo Ghoul.2017.BD720P.X264.AAC][剧情/恐怖/奇幻][HDTV][720P][自带中文字幕]
	
60	[美国][2017][最后的旗帜/三个小生去送殡(港)][Last.Flag.Flying.2017.720p.BluRay.x264-DRONES][剧情/喜剧][Encode][720P][暂无字幕]
	
16	[美国][2017][寻梦环游记][Coco.2017.720p.x264.AAC][剧情/喜剧/动画][DVD][720P][自带中文字幕]
	
261	[日本][2017][精灵宝可梦:就决定是你了][Pokémon.the.Movie.20th.Anniversary.2017.BluRay.1080p.x264.AC3-CMCT][奇幻/动画/冒险][Blu-Ray][1080P][自带中文字幕]
	
246	[美国][2017][马斯顿教授与神奇女侠][Professor.Marston.and.the.Wonder.Women.2017.BluRay.720p.x264.DTS-HDChina][剧情/爱情/传记][Encode][720P][自带英文字幕]
	
252	[美国][2017][电锯惊魂8:竖锯/电锯惊魂8][Jigsaw.2017.BluRay.720p.AC3.x264-MTeam][剧情/惊悚][Encode][720P][自带英文字幕]
	
468	[美国][2017][这个男人来自地球:全新纪/这个男人来自地球2][The.Man.from.Earth.Holocene.2017.1080p.BluRay.x264-UNiVEARTH][大卫·李·史密斯/威廉姆·卡特/凡妮莎·威廉斯][科幻][Blu-Ray][1080P][暂无字幕]
	
127	[美国][2013][“爱在三部曲”之三:爱在午夜降临前][Before.Midnight.2013.Criterion.Collection.720p.BluRay.x264-WiKi][剧情/爱情][Blu-Ray][720P][附件中英字幕]
	
108	[美国][2004][“爱在三部曲”之二:爱在日落黄昏时][Before.Sunset.2004.Criterion.Collection.720p.BluRay.x264-WiKi][剧情/爱情][Blu-Ray][720P][附件中英字幕]
	
106	[美国][1995][“爱在三部曲”之一:爱在黎明破晓前][Before.Sunrise.1995.Criterion.Collection.720p.BluRay.x264-WiKi][剧情/爱情][Blu-Ray][720P][附件中英字幕]
	
13	[美国][2004][爱在日落黄昏时/日落巴黎][Before.Sunset.2004.HDTV.iPad.720p.x264.AAC-BYRPAD][剧情/爱情][HDTV][720P][自带中英字幕]
	
160	[泰国][2005][恶魔的艺术2:邪降][Art.Of.The.Devil.II.2005.TW.BluRay.720p.x264.AC3-CMCT][恐怖/惊悚/奇幻][Blu-Ray][720P][自带中文字幕]
	
327	[英国][2018][伏地魔:传人的崛起/哈利波特粉丝自制][Voldemort.Origins.of.the.Heir.2018.1080p.WEB-DL.x264-CMRG.mkv][惊悚/奇幻/悬疑][WEB-DL][1080P][暂无字幕]
	
414	[韩国][2015][工作女郎][Working.Girl.2015.BD720P.X264][赵茹珍/李成敏][喜剧][720P][自带中文字幕]
	
183	[大陆][2010][越光宝盒][Just.Another.Pandora's.Box.2010.BluRay.720p.x264.AC3.2Audios-CMCT][郑中基/孙俪/黄渤/刘镇伟/曾志伟/郭德纲/蔡少芬][喜剧/爱情][720P][无需字幕]
	
73	[日本][2017][家族之苦2/家族はつらいよ2][Kazoku.wa.Tsuraiyo.2.Chi_Jap.BDrip.720p-ZhuixinFan][桥爪功 / 吉行和子 / 西村雅彦][喜剧/家庭][HDTV][720P][自带中文字幕]
	
86	[日本][2017][帝一之国/帝一の國][Teiichi.no.kuni.2017.BD720P.X264.AAC.Japanese.CHS.MF][菅田将晖/野村周平/竹内涼真][剧情/喜剧][HDTV][720P][自带中文字幕]
	
80	[日本][2017][人生密密缝/彼らが本気で編むときは/][Karera.ga.honki.de.amu.toki.wa.2017][生田斗真 / 桐谷健太][剧情/家庭][HDTV][720P][自带中文字幕]
	
132	[日本][2017][昼颜电影版/画颜(台)][ Hirugao: Love Affairs in the Afternoon.2017.HD1080P][上户彩 / 斋藤工 / 伊藤步 ][剧情/爱情][HDTV][1080P][自带中文字幕]
	
21	[日本][1977][竹山孤旅/竹山ひとり旅][Chikuzan.hitori.tabi.1977.DVD2Rip.x264-AeroHut][林隆三 / 乙羽信子 / 倍賞美津子 / 高橋竹山][剧情][DVD][720P][自带中文字幕]
	
315	[大陆][2017][龙之战][The War of Loong.2017.HD720P.x264][刘佩琦/曹云金/罗昱焜][动作/战争][HDTV][720P][自带中文字幕]
	
322	[美国][2017][伯德小姐][Lady.Bird.2017.HD720P.X264.AAC][西尔莎·罗南][剧情/喜剧/家庭][720P][自带中文字幕]
	
180	[美国][2010][特工绍特][Salt.2010.PROPER.2in1.720p.BluRay.DD5.1.x264-EbP][安吉丽娜·朱莉][动作/惊悚/悬疑][Blu-Ray][720P][暂无字幕]
	
79	[美国][2010][大地惊雷/真正的勇敢/真实的勇气(台)/离奇复仇事件(港)][True.Grit.2011.Bluray.x264.DTS.MiniBD1080p-CMCT][剧情/冒险/西部][Blu-Ray][1080P][自带中英字幕]
	
96	[美国][2017][绝命时钟][2.22.2017.1080p.BluRay.DTS.x265-10bit-HDS][惊悚/爱情][Blu-Ray][1080P][暂无字幕]
	
156	[英国][2017][穿越][The.Beyond.2017.720p.WEB-DL.DD5.1.H264-FGT][恐怖/奇幻][WEB-DL][720P][暂无字幕]
	
79	[美国][2017][好时光/命中有罪(港)/失速夜狂奔(台)][Good.Time.2017.720p.BluRay.DD5.1.x264-VietHD][剧情/惊悚/犯罪][Blu-Ray][720P][自带英文字幕]
	
90	[英国][2017][雪人/雪中罪(港)][The.Snowman.2017.720p.BluRay.x264-WiKi][剧情/惊悚/犯罪][Blu-Ray][720P][附件中英字幕]
	
528	[香港][2017][奇门遁甲][The Thousand Faces of Dunjia.2017.WEB-DL.720P.x264.DTS][大鹏 / 倪妮 / 李治廷 / 周冬雨 / 伍佰 ][动作/奇幻][WEB-DL][720P][自带中文字幕]
	
732	[美国][2017][电锯惊魂8:竖锯/电锯惊魂8/夺魂锯:游戏重启(台)/恐惧斗室之狂魔再现(港)/电锯惊魂:遗产][Jigsaw.2017.1080p.WEB-DL.DD5.1.H264-FGT][马特·帕斯摩尔/托宾·贝尔/考乐姆·吉斯·雷尼/汉娜·艾米莉·安德森][恐怖/惊悚/悬疑][WEB-DL][1080P][附件中英字幕]
	
451	[美国][2017][正义联盟/韩文硬字幕][Justice.League.2017.1080p.KORSUB.HDRip.x264.AAC2.0-STUTTERSHIT][动作/科幻/奇幻/冒险][1080P][附件中英字幕]
	
604	[大陆][2017][七十七天][Seventy-seven.Days.2017.WEB-DL.1080P.H264.AAC-MTTV][江一燕 赵汉唐 *每一帧都是一张桌面壁纸*][剧情/冒险][WEB-DL][1080P][自带中文字幕]
	
608	[美国][2017][忌日快乐/死日快乐/吓到半死/死亡无限LOOP(港)][Happy.Death.Day.2017.720p.BluRay.x264.DTS-HDChina][喜剧/恐怖/惊悚/悬疑][Blu-Ray][720P][附件中英字幕]
	
73	[美国][2017][忌日快乐][Happy.Death.Day.2017.1080p.BluRay.x264.DTS-HDChina][剧情/爱情][Encode][1080P][附件中文字幕]
	
275	[大陆][2017][绣春刀II: 修罗战场][Brotherhood.of.Blades.II.The.Infernal.Battlefield.2017.720p.BluRay.x264-WiKi][剧情/动作][Blu-Ray][720P][自带中文字幕]
	
582	[英国][2017][至爱梵高/ 致梵高的爱][Loving.Vincent.2017.1080p.BluRay.x264-GECKOS][剧情/动画/传记][Encode][1080P][暂无字幕]
	
234	[美国][2017][银翼杀手2049/银翼杀手2][Blade.Runner.2049.2017.720p.BluRay.x264.DTS-WiKi][剧情/惊悚/科幻][Blu-Ray][720P][自带中文字幕]
	
158	[美国][2017][银翼杀手2049/银翼杀手2][Blade.Runner.2049.2017.720p.BluRay.x264-SPARKS][剧情/惊悚/科幻][Blu-Ray][720P][附件中文字幕]
	
400	[2017][太空救援][HDSky.Salyut-7.2017.1080p.BluRay.DTS-HD.MA5.1.x265-10bit-HDS][动作/冒险][Blu-Ray][1080P][自带中文字幕]
	
431	[印度][2017][起跑线/可怜天下父母心][Hindi.Medium.2017.720p.BluRay.DTS.x264-HDS][剧情/喜剧][Blu-Ray][720P][暂无字幕]
	
187	[韩国][2012][摩天楼/火海108(港)/火烧108大楼(台)/塔][The.Tower.2012.BluRay.iPad.720p.AAC.x264-HDSPad][ 金相庆 / 薛耿求 / 孙艺珍 / 都枝寒 / 金仁权][剧情/动作/灾难][Encode][720P][自带中文字幕]
	
226	[英国][2017][英伦对决/龙震天下/普通人/中国人/外国佬][The.Foreigner.2017.720p.BluRay.x264-WiKi][动作/犯罪][Blu-Ray][720P][暂无字幕]
	
228	[韩国][2017][真实][Real.2017.720p.BluRay.x264-WiKi][动作][Blu-Ray][720P][自带中文字幕]
	
92	[美国][2017][马克·费尔特:扳倒白宫之人 / 推倒白宫的男人(台) / 窃密风暴(港) / Felt / The Silent Man][Mark.Felt.The.Man.Who.Brought.Down.the.White.House.2017.720p.BluRay.x264-WiKi][剧情/传记][Blu-Ray][720P][暂无字幕]
	
82	"[日本][2017][不干了,我开除了黑心公司][To.Each.His.Own.2017.720p.BluRay.x264-WiKi][喜剧][Blu-Ray][720P][自带中文字幕]"
	
30	[日本][2017][童使/死小孩(台)][Innocent.Curse.2017.720p.BluRay.x264-WiKi][恐怖][Blu-Ray][720P][自带中文字幕]
	
14	[日本][2017][光][Radiance.2017.720p.BluRay.x264-WiKi][剧情/爱情][Blu-Ray][720P][自带中文字幕]
	
101	[韩国][2016][时间脱离者 ][?????.Time.Renegades.2016.WEB-DL.720p.x264.KO_CN][ 林秀晶 / 李阵郁 / 曹政奭 / 李敏豪 / 郑镇荣][惊悚/爱情][WEB-DL][720P][自带中文字幕]
	
114	[1981][从海底出击(原始未剪辑版)][Das Boot German Uncut 282min][约尔根·普罗赫诺 Jürgen Prochnow /赫伯特·格罗纳米耶 Herbert Grneme][战争/其他][HDTV][720P][自带中文字幕]
	
	
	
260	[美国][2017][光灵/明亮 ][Bright.2017.1080p.NF.WEBRip.DDP5.1.x264-NTb][威尔·史密斯 Will Smith /努米·拉佩斯 Noomi Rapace /乔尔·埃哲顿 Joe][动作/犯罪/奇幻][WEBRip][1080P][暂无字幕]
	
124	[法国][2017][我的爸爸是森林之王/大腳冒險王(台)][The.Son.of.Bigfoot.2017.720p.BluRay.x264-WiKi][喜剧/动画/冒险][Blu-Ray][720P][自带中文字幕]
	
501	[美国][2017][银翼杀手2049][Blade.Runner2049.2017.4K.WEB-DL.X265.AAC.-DYGC][瑞恩·高斯林/哈里森·福特/安娜·德·阿玛斯][剧情/科幻][WEB-DL][4K][自带中文字幕]
	
43	[美国][2017][你好布拉德 / 人生剩利组(台) / 布拉德的中年危机][Brad's.Status.2017.720p.BluRay.x264-WiKi][剧情/喜剧/音乐][Blu-Ray][720P][暂无字幕]
	
652	[大陆][2017][狂兽][The.Brink.2017.WEB-DL.1080P.H264.AAC-NYHD][张晋/余文乐/文咏珊/吴樾][剧情/动作/犯罪][WEB-DL][1080P][自带中文字幕]
	
189	[大陆][2017][美容针][Special.Encounter.2017.WEB-DL.1080P.H264.AAC-NYHD][闫妮/杜天皓/宋伊人][剧情/喜剧/爱情][WEB-DL][1080P][自带中文字幕]
	
187	[美国][2017][杰罗德游戏][Geralds.Game.2017.1080p.NF.WEBRip.DD5.1.x264-NTb][卡拉·古奇诺 Carla Gugino/卡雷尔·斯特鲁基 Carel Struycken/布鲁斯·格][剧情/恐怖/惊悚][WEBRip][1080P][暂无字幕]
	
48	[美国][2017][性别之战/胜负反手拍(台)/男女单打战(港)][Battle.of.the.Sexes.2017.720p.BluRay.x264-WiKi][喜剧/运动/传记][Blu-Ray][720P][暂无字幕]
	
35	[美国][1965][日瓦戈医生/齐瓦哥医生][Doctor.Zhivago.1965.720p.BluRay.x264-WiKi][剧情/爱情/战争][Blu-Ray][720P][附件中文字幕]
	
953	[美国][2017][银翼杀手2049/银翼杀手2][Blade Runner 2049.1080p.WEB-DL.H264.AC3-EVO][Ryan Gosling/Harrison Ford/Anade Armas/Sylvia Hoek][剧情/惊悚/科幻][WEB-DL][1080P][自带英文字幕]
	
171	[美国][2017][灵异空间 / 别闯阴阳界(台) / 脉搏探测器][Flatliners.2017.720p.BluRay.x264-WiKi][剧情/恐怖/科幻][Blu-Ray][720P][附件中文字幕]
	
59	[英国][1996][哈姆雷特/王子复仇记 / William Shakespeare's Hamlet][William Shakespeare's Hamlet][剧情][HDTV][720P][自带中英字幕]
	
79	[美国][2017][以你的名字呼唤我][Call me by your name][剧情][4K][自带英文字幕]
	
1366	[大陆][2017][羞羞的铁拳][Never.Say.Die.2017.WEB-DL.1080p.H264.AAC-CMCTV][艾伦/马丽/沈腾/田雨][喜剧/奇幻][WEB-DL][1080P][自带中英字幕]
	
231	[大陆][2017][羞羞的铁拳][Never.Say.Die.2017.WEB-DL.4K.H264.AAC-CMCTV][艾伦/马丽/沈腾/田雨][喜剧/奇幻][WEB-DL][4K][自带中英字幕]
	
822	[大陆][2017][羞羞的铁拳][Never.Say.Die.2017.WEB-DL.1080P.H264.AAC-MTTV][喜剧/奇幻][WEB-DL][1080P][自带中英字幕]
	
21	[2016][最佳伙伴][Young.&.Fabulous.2016.720p.BluRay.x264-WiKi][剧情/喜剧][Blu-Ray][720P][自带中文字幕]
	
542	[大陆][2017][嘉年华][Angels.Wear.White.2017.WEB-DL.1080p.H264.AAC-MTTV][文淇 / 周美君 / 史可 / 耿乐 / 刘威葳][剧情][WEB-DL][1080P][自带中文字幕]
	
164	[美国][2017][小丑回魂/它(台)][It.2017.720p.BluRay.x264-SPARKS][剧情/恐怖/其他][Blu-Ray][720P][附件中英字幕]
	
503	[香港][2017][追龙][Chasing.the.Dragon.2017.4K.WEB-DL.AAC.H264-OurTV][甄子丹/刘德华/姜皓文/郑则仕/胡然/徐冬冬][动作/犯罪][WEB-DL][4K][自带中文字幕]
	
84	[香港][2016][PG恋爱指引][PG.Love.2016.720p.BluRay.x264-WiKi][剧情/喜剧/爱情][Blu-Ray][720P][暂无字幕]
	
306	[日本][2017][东京喰种/东京食尸鬼 真人版][Tokyo.Ghoul.2017.720p.BluRay.x264-WiKi][剧情/恐怖/奇幻][Blu-Ray][720P][暂无字幕]
	
110	[印度][2017][绅士特工][A.Gentleman.2017.720p.BluRay.x264-WiKi][动作/爱情][Blu-Ray][720P][暂无字幕]
	
125	[美国][2016][赴汤蹈火/非正常械劫案(港)][Hell.or.High.Water.2016.720p.BluRay.x264][剧情/犯罪/西部][Blu-Ray][720P][自带中文字幕]
	
152	[美国][2017][远山恋人 / 绝处逢山(台) / 冰峰逃生(港) / 爱情高峰险(港) / 我们之间的那座山 / 冰封逃生][The.Mountain.Between.Us.2017.720p.BluRay.x264-WiKi][剧情/爱情/冒险][Blu-Ray][720P][自带中文字幕]
	
1356	[香港][2017][追龙][Chasing.The.Dragon.2017.WEB-DL.1080P.H264.AAC-MTTV][ 甄子丹 / 刘德华 / 姜皓文 / 郑则仕 / 刘浩龙][动作/犯罪][WEB-DL][1080P][自带中文字幕]
	
46	[英国][2017][西班牙之旅][The Trip to Spain.2017.BluRay.720p.DTS.x264-HDH][剧情/喜剧][Blu-Ray][720P][自带英文字幕]
	
1187	[2017][太空救援][Салют-7.2017.WEB-DL.1080p][弗拉季米尔·弗多维琴科夫/柳波芙·阿克肖诺娃/巴维尔·捷列连科][剧情/动作/纪录/科幻][WEB-DL][1080P][附件中文字幕]
	
155	[香港][2017][常在你左右][Always.Be.with.You.2017.720p.BluRay.x264-WiKi][恐怖/惊悚][Blu-Ray][720P][自带中文字幕]
	
74	[英国][2017][圣鹿之死][The Killing of a Sacred Deer.2017.WEB-DL.1080p.DD5.1.H264-FGT][剧情/惊悚/奇幻][WEB-DL][1080P][附件中文字幕]
	
438	[大陆][2017][密战/新永不消失的电波][Eternal.Wave.2017.WEB-DL.1080P.H264.AAC-MTTV][剧情/动作/战争][WEB-DL][1080P][自带中文字幕]
	
315	[美国][2017][美国行动/美国制造/梅纳/巴利薛尔: 飞常任务(港)][American.Made.2017.BluRay.720p.x264.AAC-iHD][喜剧/动作/传记][Blu-Ray][720P][自带中文字幕]
	
250	[台湾][2017][相爱相亲][Love Education.2017.HDTV.720p][剧情/爱情][HDTV][720P][自带中英字幕]
	
38	[英国][2017][ 维多利亚与阿卜杜勒 / 女王与知己(台) / 维多利亚女王:日不落奇缘(港)][Victoria.&.Abdul.2017.720p.BluRay.x264-WiKi][剧情/传记/其他][Blu-Ray][720P][暂无字幕]
	
133	[台湾][2017][相爱相亲][Love.Education.2017.4K.WEB-DL.AAC.H264-OurTV][张艾嘉/田壮壮/郎月婷/宋宁/吴彦姝][剧情/爱情][WEB-DL][4K][自带中英字幕]
	
603	[大陆][2017][暴雪将至][The.Looming.Storm.2017.4K.WEB-DL.AAC.H264-OurTV.mp4][段奕宏/江一燕 /杜源/郑伟/郑楚一/张林][剧情/犯罪/悬疑][WEB-DL][4K][自带中英字幕]
	
131	[美国][2016][贝尔科实验/办公室大狂杀(台)/办公室大逃杀/别尔科实验][The.Belko.Experiment.2016.720p.BluRay.x264-WiKi][动作/惊悚][Blu-Ray][720P][自带中文字幕]
	
205	[大陆][2017][杀破狼·贪狼][Paradox.2017.720p.BluRay.x264-WiKi][动作][Blu-Ray][720P][自带中文字幕]
	
44	[2016][漫画少年的遐想世界/杀死在车轮上/无障碍杀手(台)][Kills.on.Wheels.2016.720p.BluRay.X264.MNHD-FRDS][剧情/喜剧/动作][Blu-Ray][720P][自带中文字幕]
	
824	[大陆][2017][暴雪将至][The.Looming.Storm][段奕宏/江一燕][悬疑][WEB-DL][1080P][附件中文字幕]
	
50	[美国][2017][底特律][Detroit.2017.720p.BluRay.x264-WiKi][剧情/其他][Blu-Ray][720P][暂无字幕]
	
154	[日本][2017][虐杀器官][Genocidal.Organ.2017.BluRay.720p.x264.DTS-WiKi][科幻/动画][Blu-Ray][720P][自带中文字幕]
	
279	[美国][2017][美国行动/美国制造/梅纳/巴利薛尔: 飞常任务(港)][American.Made.2017.REPACK.720p.BluRay.X264-DEFLATE][喜剧/动作/犯罪/传记][Blu-Ray][720P][暂无字幕]
	
242	[大陆][2017][血战湘江][Battle Of Xiangjiang River][保剑锋/王霙/孙维民/张一山/耿乐][剧情/纪录/传记/战争][HDTV][720P][自带中英字幕]
	
61	[美国][2017][母亲！/母亲/母亲啊/妈妈(港)][Mother!.2017.BluRay.720p.AC3.x264-MTeam][剧情/惊悚/悬疑][Blu-Ray][720P][暂无字幕]
	
129	[美国][2017][乐高幻影忍者大电影/乐高忍者大电影/LEGO旋风忍者大电影(港)/乐高旋风忍者电影(台)/乐高忍者][The.LEGO.Ninjago.Movie.2017.Blu-Ray.720p.x264.HDChina][成龙/戴夫·弗兰科][喜剧/动作/动画/冒险][Blu-Ray][720P][自带英文字幕]
	
51	[香港][1992][赌城大亨之新哥传奇 / Casino Tycoon / 濠江岁月][Casino.Tycoon.1992.720p.BluRay.x264-WiKi][剧情][Blu-Ray][720P][无需字幕]
	
91	[法国][2017][双面情人/双面爱人(台)/分裂性游戏(港)][L'amant.Double.2017.FRENCH.720p.BluRay.x264-LOST][玛丽恩·瓦科特/热雷米·勒尼埃/杰奎琳·比塞特/米丽娅姆·博耶][剧情/爱情/悬疑/其他][Encode][720P][附件中文字幕]
	
1988	[大陆][2017][缝纫机乐队][City.Of.Rock.2017.WEB-DL.1080P.H264.AAC-MTTV][大鹏/娜扎][喜剧][WEB-DL][1080P][自带中文字幕]
	
46	[美国][2017][再次回家/爱情龄距离(台)][Home.Again.2017.720p.BluRay.x264-WiKi][剧情/喜剧/爱情][Blu-Ray][720P][暂无字幕]
	
	
	
75	[日本][2009][南极料理人][Nankyoku.Ryorinin.2009.720p.BluRay.x264-WiKi][喜剧][Blu-Ray][720P][自带中文字幕]
	
233	"[美国][1989][性/谎言和录像带/性,谎言,录影带/性,谎言,录像带/性感的谎言][Sex.Lies.and.Videotape.1989.Blu-ray.720p.DTS.x264-CHD][安迪·麦克道威尔/詹姆斯·斯派德/彼得·盖勒/劳拉·圣吉亚科莫][剧情/爱情/其他][Blu-Ray][720P][附件中英字幕]"
